url,date,category,title
https://www.fukui-nct.ac.jp/arc/5232/,2008.06.23,地域連携テクノセンター,平成２０年度「アカデミア総会」を開催
https://www.fukui-nct.ac.jp/arc/5225/,2008.08.21,地域連携テクノセンター,第６回「全国高専テクノフォーラム」に参加
https://www.fukui-nct.ac.jp/arc/5221/,2008.11.17,地域連携テクノセンター,「JOINTフォーラム2008」を開催
https://www.fukui-nct.ac.jp/arc/5215/,2009.04.30,地域連携テクノセンター,「ふくい防災マップコンテスト」を実施
https://www.fukui-nct.ac.jp/arc/5206/,2009.06.10,地域連携テクノセンター,テクノセンター紹介誌「JOINT2009」を発行
https://www.fukui-nct.ac.jp/arc/5202/,2009.06.11,地域連携テクノセンター,平成２１年度「アカデミア総会」を開催
https://www.fukui-nct.ac.jp/arc/5194/,2009.08.07,地域連携テクノセンター,第７回「全国高専テクノフォーラム」に参加
https://www.fukui-nct.ac.jp/arc/5191/,2009.09.21,地域連携テクノセンター,「丹南産業フェア2009」に出展
https://www.fukui-nct.ac.jp/arc/5189/,2009.10.20,地域連携テクノセンター,コンテスト応募作品数について
https://www.fukui-nct.ac.jp/arc/5185/,2009.10.30,地域連携テクノセンター,「ＪＯＩＮＴフォーラム2009」を開催
https://www.fukui-nct.ac.jp/arc/5181/,2009.12.04,地域連携テクノセンター,H21「東海・北陸地区テクノセンター長等会議」を開催
https://www.fukui-nct.ac.jp/arc/5177/,2010.06.25,地域連携テクノセンター,「地域連携アカデミア総会」を開催
https://www.fukui-nct.ac.jp/arc/5172/,2010.08.19,地域連携テクノセンター,「第８回全国高専テクノフォーラム」に参加
https://www.fukui-nct.ac.jp/arc/5169/,2010.09.20,地域連携テクノセンター,「丹南産業フェア2010」に参加
https://www.fukui-nct.ac.jp/arc/5166/,2010.10.15,地域連携テクノセンター,「しんきんビジネスフェア」に参加
https://www.fukui-nct.ac.jp/arc/5164/,2010.10.25,地域連携テクノセンター,コンテスト応募作品数について
https://www.fukui-nct.ac.jp/arc/5152/,2010.10.27,地域連携テクノセンター,「JOINTフォーラム2010～福井高専シーズ発表会～」を開催
https://www.fukui-nct.ac.jp/arc/4756/,2010.11.10,地域連携テクノセンター,「第６回ＦＩＴネット商談会」に参加
https://www.fukui-nct.ac.jp/arc/4752/,2011.05.20,地域連携テクノセンター,「防災マップコンテスト2011」募集開始
https://www.fukui-nct.ac.jp/arc/4749/,2011.06.14,地域連携テクノセンター,「地域連携アカデミア総会」を開催
https://www.fukui-nct.ac.jp/arc/4744/,2011.08.14,地域連携テクノセンター,「きのくにロボコンinふくい講習会・予選会」を開催
https://www.fukui-nct.ac.jp/arc/4741/,2011.09.19,地域連携テクノセンター,「丹南産業フェア2011」に出展
,2011.10.12,総合情報処理センター,高専祭に伴い、10月14日～10月16日まで終日閉室とします
https://www.fukui-nct.ac.jp/arc/4735/,2011.12.01,地域連携テクノセンター,「JOINTフォーラム2011」を開催
https://www.fukui-nct.ac.jp/arc/4730/,2012.01.25,地域連携テクノセンター,「第８回さばえめがねワクwakuコンテスト表彰式」を開催
https://www.fukui-nct.ac.jp/arc/4725/,2012.02.15,地域連携テクノセンター,「第１７回マグネットコンテスト表彰式」を実施
https://www.fukui-nct.ac.jp/arc/4723/,2012.04.01,地域連携テクノセンター,地域連携テクノセンター長交代
https://www.fukui-nct.ac.jp/facility/ip/guide/#guide3,2012.04.13,総合情報処理センター,［重要］時間外利用の方法が変わります
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2012.06.25,地域連携テクノセンター,Newsletter発行しました
https://www.fukui-nct.ac.jp/arc/4717/,2012.06.26,地域連携テクノセンター,平成24年度地域連携アカデミア総会を開催
https://www.fukui-nct.ac.jp/arc/4711/,2012.08.18,地域連携テクノセンター,平成24年度「きのくにロボコンinふくい」結果発表！
https://www.fukui-nct.ac.jp/arc/4707/,2012.08.20,地域連携テクノセンター,「第10回全国高専テクノフォーラム」に参加
https://www.fukui-nct.ac.jp/arc/4701/,2012.09.17,地域連携テクノセンター,「丹南産業フェア2012」に出展
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2012.10.30,地域連携テクノセンター,Newsletter 第2号 発行しました
https://www.fukui-nct.ac.jp/arc/4694/,2012.11.18,地域連携テクノセンター,「さばえものづくり博覧会2012」に出展
https://www.fukui-nct.ac.jp/arc/4688/,2012.11.30,地域連携テクノセンター,「JOINTフォーラム2012」を開催
https://www.fukui-nct.ac.jp/arc/4681/,2013.02.06,地域連携テクノセンター,「第１８回マグネットコンテスト表彰式」を実施
https://www.fukui-nct.ac.jp/arc/4675/,2013.02.21,地域連携テクノセンター,科学技術系クラブ活動報告会を実施
https://www.fukui-nct.ac.jp/arc/4671/,2013.03.07,地域連携テクノセンター,教員向けものづくりワークショップを開催
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2013.03.19,地域連携テクノセンター,Newsletter 第3号 発行しました
https://www.fukui-nct.ac.jp/arc/4665/,2013.03.22,地域連携テクノセンター,地域連携アカデミア会員企業見学会を開催
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2013.03.28,地域連携テクノセンター,H24企業技術者等活用プログラム報告書を発行
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2013.06.05,地域連携テクノセンター,テクノセンター紹介誌「JOINT2013」を発行
https://www.fukui-nct.ac.jp/arc/4655/,2013.06.24,地域連携テクノセンター,平成25年度地域連携アカデミア総会を開催
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2013.06.24,地域連携テクノセンター,Newsletter 第4号 発行しました
https://www.fukui-nct.ac.jp/arc/4650/,2013.08.17,地域連携テクノセンター,平成25年度「全日本小中学生ロボット選手権inふくい予選」結果発表！
https://www.fukui-nct.ac.jp/arc/4640/,2013.08.20,地域連携テクノセンター,「第11回全国高専テクノフォーラム」に参加
https://www.fukui-nct.ac.jp/arc/4635/,2013.09.23,地域連携テクノセンター,「丹南産業フェア2013」に出展
https://www.fukui-nct.ac.jp/arc/4628/,2013.10.20,地域連携テクノセンター,「さばえものづくり博覧会2013」に出展
https://www.fukui-nct.ac.jp/facility/arc/introduction/publications/,2013.11.20,地域連携テクノセンター,Newsletter 第5号 発行しました
https://www.fukui-nct.ac.jp/arc/4620/,2013.11.28,地域連携テクノセンター,「JOINTフォーラム2013」を開催
https://www.fukui-nct.ac.jp/arc/4615/,2013.12.16,地域連携テクノセンター,企業技術者等活用プログラム学生向け講演会を開催
